node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,depth,kmer_distance_to_class_mean
17,34,34,0.0,0.0,1.0,,22.0,0,0,9,0 isolated,,27.600299835205078,2.6871885883505118
18,26,26,0.0,0.0,1.0,,2.0,1,1,55,0 isolated,,22.11840057373047,3.6673258964053974
19,24,24,0.0,0.0,1.0,,3.0,1,1,54,0 isolated,,2.8131799697875977,2.723191267158715
20,0,0,0.0,0.0,1.0,,32.0,0,0,58,0 isolated,,2.168339967727661,2.1862703809095327
21,34,34,3.0,0.6666666865348816,5.0,1.0,22.0,1,1,66,3+ branch,1 all neighbours foreign,9.333250045776367,4.147098245640882
22,66,66,0.0,0.0,1.0,,7.0,1,0,32,0 isolated,,7.017230033874512,3.867901194666973
23,24,24,0.0,0.0,1.0,,3.0,1,1,54,0 isolated,,2.0411999225616455,5.119723529288115
24,12,12,0.0,0.0,1.0,,3.0,1,1,51,0 isolated,,2.4614100456237793,6.337219828418188
25,0,0,0.0,0.0,1.0,,32.0,0,0,58,0 isolated,,2.5521700382232666,4.061239876963738
26,2,2,0.0,0.0,1.0,,53.0,0,0,22,0 isolated,,8.323559761047363,4.943041029308831
27,6,6,0.0,0.0,1.0,,3.0,0,0,54,0 isolated,,2.8081700801849365,2.0738760432120373
28,6,6,0.0,0.0,1.0,,3.0,0,0,54,0 isolated,,1.9046800136566162,1.7785683460515462
29,0,0,0.0,0.0,1.0,,32.0,0,0,19,0 isolated,,1.808419942855835,2.6386734323862333
30,13,13,0.0,0.0,1.0,,19.0,1,0,9,0 isolated,,24.829200744628906,3.4352836741230734
31,48,48,2.0,1.0,3.0,0.5,18.0,1,0,76,2 path,mixed,14.093899726867676,3.0970260552793283
32,7,7,0.0,0.0,1.0,,24.0,0,0,26,0 isolated,,25.45829963684082,3.425054766103408
33,57,57,6.0,0.13333334028720856,11.0,0.5,38.0,0,0,63,3+ branch,mixed,47.31949996948242,3.0558924661281495
34,67,67,3.0,0.0,80.0,0.6666666666666666,61.0,0,0,42,3+ branch,mixed,8.334070205688477,1.958502765355446
35,28,28,4.0,0.5,80.0,0.75,10.0,1,1,13,3+ branch,mixed,3.867340087890625,8.836665793792205
36,67,67,6.0,0.2666666805744171,80.0,0.3333333333333333,61.0,0,0,13,3+ branch,mixed,5.516769886016846,2.6095221832477846
37,53,53,2.0,1.0,4.0,0.0,6.0,0,0,55,2 path,0 no foreign neighbour,68.09660339355469,1.740945521081679
38,53,53,3.0,0.3333333432674408,4.0,0.3333333333333333,6.0,0,0,55,3+ branch,mixed,62.64070129394531,2.7834387224977113
39,35,35,10.0,0.644444465637207,25.0,0.7,19.0,1,1,14,3+ branch,mixed,15.438300132751465,4.874275242094008
40,64,64,1.0,0.0,31.0,0.0,17.0,1,1,9,1 tip,0 no foreign neighbour,31.461700439453125,2.2371710368761564
41,36,36,5.0,0.30000001192092896,23.0,0.2,25.0,0,0,10,3+ branch,mixed,89.6427001953125,1.7326985176338543
42,36,36,5.0,0.30000001192092896,23.0,0.0,25.0,0,0,10,3+ branch,0 no foreign neighbour,87.93569946289062,1.9294471129484372
43,36,36,3.0,0.3333333432674408,23.0,0.0,25.0,0,0,10,3+ branch,0 no foreign neighbour,102.66899871826172,2.354281872842628
44,36,36,2.0,1.0,23.0,0.0,25.0,0,0,10,2 path,0 no foreign neighbour,102.06099700927734,1.7151966141307806
45,36,36,3.0,0.3333333432674408,23.0,0.6666666666666666,25.0,0,0,10,3+ branch,mixed,92.46929931640625,1.5108886392751795
46,48,48,1.0,0.0,30.0,0.0,18.0,0,0,64,1 tip,0 no foreign neighbour,17.627099990844727,4.666155791983075
47,48,48,2.0,0.0,30.0,0.5,18.0,0,0,64,2 path,mixed,4.272140026092529,4.643877048436455
48,34,34,0.0,0.0,1.0,,22.0,0,0,9,0 isolated,,23.188199996948242,2.680455604051835
49,64,64,0.0,0.0,1.0,,17.0,0,0,66,0 isolated,,32.470699310302734,2.363831531144597
50,64,64,3.0,0.6666666865348816,13.0,0.6666666666666666,17.0,0,0,66,3+ branch,mixed,50.408199310302734,2.2230909804260404
51,64,64,3.0,0.3333333432674408,5.0,0.6666666666666666,17.0,0,0,66,3+ branch,mixed,30.43869972229004,2.325269097499908
52,22,22,0.0,0.0,1.0,,15.0,1,1,9,0 isolated,,21.952899932861328,3.7818978128562084
53,34,34,2.0,0.0,31.0,1.0,22.0,0,0,9,2 path,1 all neighbours foreign,18.192800521850586,3.4516853021856178
54,37,37,5.0,0.30000001192092896,12.0,0.4,32.0,1,1,3,3+ branch,mixed,8.030989646911621,1.5541557994154342
55,2,2,3.0,1.0,12.0,0.6666666666666666,53.0,0,0,3,3+ branch,mixed,4.690579891204834,2.766428626642393
56,67,67,3.0,0.3333333432674408,80.0,0.6666666666666666,61.0,0,0,40,3+ branch,mixed,7.073599815368652,3.2687597951978593
57,64,64,7.0,0.095238097012043,31.0,0.7142857142857143,17.0,0,0,66,3+ branch,mixed,32.127498626708984,1.4107239713792539
58,28,28,2.0,0.0,80.0,1.0,10.0,1,1,68,2 path,1 all neighbours foreign,3.9249799251556396,7.377475314906262
59,67,67,3.0,0.3333333432674408,80.0,0.3333333333333333,61.0,0,0,13,3+ branch,mixed,5.216400146484375,3.7027657523299298
60,2,2,2.0,0.0,3.0,0.5,53.0,0,0,3,2 path,mixed,5.447360038757324,1.6967544220451238
61,71,71,1.0,0.0,25.0,0.0,3.0,0,0,59,1 tip,0 no foreign neighbour,12.355500221252441,1.9035325521984385
62,71,71,2.0,0.0,25.0,0.5,3.0,0,0,59,2 path,mixed,14.672599792480469,0.9680357353967551
63,67,67,4.0,0.3333333432674408,80.0,0.0,61.0,0,0,13,3+ branch,0 no foreign neighbour,4.525440216064453,4.376647773088861
64,67,67,3.0,0.3333333432674408,80.0,0.0,61.0,0,0,13,3+ branch,0 no foreign neighbour,5.583489894866943,2.53161434879337
65,35,35,4.0,0.0,25.0,0.75,19.0,1,1,59,3+ branch,mixed,11.093999862670898,4.481947484020989
66,34,34,3.0,0.6666666865348816,31.0,1.0,22.0,0,0,9,3+ branch,1 all neighbours foreign,8.709750175476074,3.082789509637932
67,51,51,0.0,0.0,1.0,,45.0,1,1,4,0 isolated,,7.314310073852539,4.992801668132709
68,67,67,1.0,0.0,80.0,1.0,61.0,0,0,42,1 tip,1 all neighbours foreign,7.523970127105713,1.6801062954939319
69,67,67,2.0,0.0,80.0,0.0,61.0,0,0,42,2 path,0 no foreign neighbour,8.66981029510498,1.8946121790715746
70,35,35,7.0,0.0,25.0,0.42857142857142855,19.0,1,1,14,3+ branch,mixed,15.010499954223633,4.440750734413649
71,51,51,1.0,0.0,30.0,0.0,45.0,0,0,16,1 tip,0 no foreign neighbour,3.2114899158477783,5.732512873334371
72,36,36,2.0,0.0,23.0,0.0,25.0,0,0,10,2 path,0 no foreign neighbour,99.87879943847656,1.9558448688465264
73,36,36,3.0,0.0,23.0,0.6666666666666666,25.0,0,0,10,3+ branch,mixed,103.9990005493164,2.280915859036219
74,26,26,0.0,0.0,1.0,,2.0,1,1,10,0 isolated,,36.97560119628906,3.667325896405397
75,2,2,3.0,0.0,5.0,0.3333333333333333,53.0,0,0,48,3+ branch,mixed,7.016079902648926,2.1347120220392886
76,13,13,3.0,0.6666666865348816,31.0,1.0,19.0,1,0,9,3+ branch,1 all neighbours foreign,11.02970027923584,3.0374483940752244
77,3,3,0.0,0.0,1.0,,4.0,1,1,54,0 isolated,,16.597999572753906,3.7368550236272484
78,67,67,4.0,0.5,80.0,0.0,61.0,0,0,13,3+ branch,0 no foreign neighbour,4.706739902496338,4.480656954678747
79,67,67,4.0,0.0,80.0,0.25,61.0,0,0,68,3+ branch,mixed,7.763420104980469,4.790369895580443
80,67,67,0.0,0.0,1.0,,61.0,0,0,42,0 isolated,,6.4775800704956055,5.896325284260349
81,28,28,0.0,0.0,1.0,,10.0,1,1,28,0 isolated,,0.0,7.213353861960542
82,67,67,3.0,0.3333333432674408,80.0,0.0,61.0,0,0,40,3+ branch,0 no foreign neighbour,1.1141400337219238,4.741378987389861
83,67,67,1.0,0.0,80.0,1.0,61.0,0,0,42,1 tip,1 all neighbours foreign,3.844909906387329,2.85159560138405
84,42,42,2.0,0.0,3.0,0.5,13.0,1,0,1,2 path,mixed,13.29259967803955,2.7928886823997403
85,35,35,2.0,0.0,25.0,0.0,19.0,1,1,14,2 path,0 no foreign neighbour,14.596799850463867,5.24152548015038
86,35,35,9.0,0.6944444179534912,25.0,0.6666666666666666,19.0,1,1,14,3+ branch,mixed,15.327500343322754,5.35840681494681
87,42,42,8.0,0.6785714030265808,25.0,0.75,13.0,1,1,14,3+ branch,mixed,15.785499572753906,5.35061104942855
88,77,77,7.0,0.7142857313156128,25.0,0.7142857142857143,22.0,0,0,14,3+ branch,mixed,13.82509994506836,3.4916061133356333
89,67,67,6.0,0.3333333432674408,80.0,0.0,61.0,0,0,13,3+ branch,0 no foreign neighbour,7.113679885864258,2.5480625949984654
90,67,67,4.0,0.0,80.0,0.25,61.0,0,0,13,3+ branch,mixed,7.3078999519348145,1.9960469364633981
91,77,77,1.0,0.0,25.0,1.0,22.0,0,0,14,1 tip,1 all neighbours foreign,5.325349807739258,3.7446844411699645
92,45,45,0.0,0.0,1.0,,8.0,1,1,14,0 isolated,,3.6304399967193604,4.729284210963633
93,57,57,6.0,0.06666667014360428,8.0,0.6666666666666666,38.0,0,0,31,3+ branch,mixed,44.567298889160156,3.8164588848197836
94,34,34,0.0,0.0,1.0,,22.0,0,0,0,0 isolated,,8.255180358886719,9.161720615796526
95,51,51,4.0,0.0,30.0,0.5,45.0,1,0,76,3+ branch,mixed,17.517799377441406,4.305222815722194
96,78,78,0.0,0.0,1.0,,29.0,1,1,31,0 isolated,,37.849300384521484,6.462560328019184
97,40,40,0.0,0.0,1.0,,12.0,1,1,32,0 isolated,,13.624199867248535,6.293262209242618
98,51,51,3.0,0.0,30.0,0.3333333333333333,45.0,0,0,16,3+ branch,mixed,15.528599739074707,4.911850596109614
99,77,77,3.0,0.0,25.0,0.3333333333333333,22.0,0,0,14,3+ branch,mixed,12.654999732971191,3.4362946824768357
100,22,22,4.0,0.1666666716337204,31.0,1.0,15.0,1,1,9,3+ branch,1 all neighbours foreign,25.065399169921875,6.2305330065931495
101,13,13,0.0,0.0,1.0,,19.0,1,0,66,0 isolated,,31.008100509643555,3.164976839872816
102,34,34,3.0,0.3333333432674408,31.0,0.6666666666666666,22.0,0,0,9,3+ branch,mixed,3.1693599224090576,4.086249658775124
103,13,13,0.0,0.0,1.0,,19.0,1,1,66,0 isolated,,13.606499671936035,9.321220906472703
104,48,48,3.0,0.3333333432674408,7.0,0.6666666666666666,18.0,0,0,64,3+ branch,mixed,7.353280067443848,2.779762224602623
105,2,2,2.0,0.0,5.0,0.5,53.0,0,0,3,2 path,mixed,6.018929958343506,2.317090144898192
106,37,37,2.0,0.0,5.0,0.5,32.0,1,1,3,2 path,mixed,6.988810062408447,2.201710431450048
107,57,57,1.0,0.0,13.0,0.0,38.0,0,0,63,1 tip,0 no foreign neighbour,28.92919921875,7.566718447541064
108,25,25,1.0,0.0,2.0,1.0,11.0,1,1,41,1 tip,1 all neighbours foreign,12.085399627685547,4.100459553373865
109,2,2,0.0,0.0,1.0,,53.0,0,0,34,0 isolated,,7.18996000289917,7.704434143444795
110,2,2,2.0,0.0,80.0,0.5,53.0,0,0,3,2 path,mixed,7.817409992218018,2.7139314334053823
111,34,34,3.0,0.0,31.0,0.3333333333333333,22.0,1,1,66,3+ branch,mixed,20.765600204467773,1.7868393394752344
112,36,36,6.0,0.2666666805744171,23.0,0.16666666666666666,25.0,0,0,10,3+ branch,mixed,91.07230377197266,2.0165265831041133
113,15,15,0.0,0.0,1.0,,3.0,1,1,75,0 isolated,,16.599899291992188,6.951404461778271
114,20,20,3.0,0.6666666865348816,6.0,0.6666666666666666,3.0,1,1,43,3+ branch,mixed,2.4035398960113525,2.738788607774371
115,22,22,2.0,1.0,13.0,1.0,15.0,1,1,9,2 path,1 all neighbours foreign,16.618799209594727,3.690969933767626
116,51,51,0.0,0.0,1.0,,45.0,0,0,16,0 isolated,,2.80433988571167,6.3621676589782075
117,11,11,0.0,0.0,1.0,,2.0,1,1,19,0 isolated,,3.554650068283081,4.051437513565464
118,57,57,1.0,0.0,2.0,0.0,38.0,0,0,31,1 tip,0 no foreign neighbour,51.46760177612305,3.352175587594982
119,7,7,5.0,0.0,12.0,0.6,24.0,0,0,26,3+ branch,mixed,22.719499588012695,3.998828239428109
120,13,13,0.0,0.0,1.0,,19.0,1,0,9,0 isolated,,4.649119853973389,3.727340744738182
121,56,56,4.0,0.1666666716337204,30.0,1.0,4.0,1,1,16,3+ branch,1 all neighbours foreign,17.67060089111328,16.89945575052865
122,29,29,2.0,0.0,30.0,0.5,28.0,1,1,64,2 path,mixed,9.855030059814453,2.8774764946699194
123,4,4,2.0,0.0,6.0,0.5,11.0,0,0,79,2 path,mixed,18.718700408935547,3.0488073149334594
124,36,36,4.0,0.6666666865348816,23.0,0.0,25.0,0,0,10,3+ branch,0 no foreign neighbour,92.35299682617188,2.8893258562998465
125,13,13,2.0,1.0,5.0,1.0,19.0,1,0,9,2 path,1 all neighbours foreign,16.796600341796875,5.000264925324585
126,21,21,0.0,0.0,1.0,,12.0,1,0,34,0 isolated,,1.955299973487854,4.024392495156234
127,29,29,0.0,0.0,1.0,,28.0,1,0,16,0 isolated,,4.270040035247803,4.789672430930235
128,37,37,2.0,0.0,10.0,0.5,32.0,1,1,3,2 path,mixed,8.121859550476074,2.0746312993274683
129,51,51,0.0,0.0,1.0,,45.0,0,0,32,0 isolated,,5.883009910583496,3.1843615054489582
130,29,29,0.0,0.0,1.0,,28.0,1,0,32,0 isolated,,10.236900329589844,5.826020197169627
131,51,51,3.0,0.3333333432674408,30.0,0.3333333333333333,45.0,0,0,16,3+ branch,mixed,15.781499862670898,4.6183846846629395
132,57,57,0.0,0.0,1.0,,38.0,1,1,34,0 isolated,,36.20759963989258,6.421520678263689
133,7,7,1.0,0.0,12.0,0.0,24.0,1,0,38,1 tip,0 no foreign neighbour,10.731499671936035,3.1549465143315447
134,25,25,1.0,0.0,12.0,1.0,11.0,1,1,38,1 tip,1 all neighbours foreign,5.046689987182617,7.218490115757171
135,4,4,0.0,0.0,1.0,,11.0,0,0,6,0 isolated,,22.245100021362305,3.871828300236998
136,60,60,0.0,0.0,1.0,,8.0,1,1,6,0 isolated,,4.544439792633057,6.993950405923654
137,2,2,2.0,0.0,80.0,0.5,53.0,0,0,48,2 path,mixed,4.6882500648498535,2.7009412343769026
138,2,2,1.0,0.0,10.0,1.0,53.0,0,0,48,1 tip,1 all neighbours foreign,5.300039768218994,2.074143932376028
139,44,44,0.0,0.0,1.0,,9.0,1,1,63,0 isolated,,16.107099533081055,9.988643997190088
140,37,37,3.0,0.0,10.0,0.3333333333333333,32.0,1,1,48,3+ branch,mixed,8.643219947814941,2.088041496383832
141,67,67,3.0,0.0,80.0,0.3333333333333333,61.0,0,0,13,3+ branch,mixed,6.516860008239746,1.8361041658946866
142,21,21,0.0,0.0,1.0,,12.0,1,0,47,0 isolated,,2.925950050354004,6.091707850285036
143,67,67,3.0,0.3333333432674408,80.0,0.0,61.0,0,0,13,3+ branch,0 no foreign neighbour,6.86253023147583,2.5869130664055167
144,48,48,0.0,0.0,1.0,,18.0,0,0,64,0 isolated,,14.95479965209961,2.840657551436941
145,67,67,6.0,0.06666667014360428,80.0,0.0,61.0,0,0,68,3+ branch,0 no foreign neighbour,5.381979942321777,2.3593832935611867
146,21,21,1.0,0.0,80.0,1.0,12.0,1,0,42,1 tip,1 all neighbours foreign,1.9160399436950684,2.94143700891821
147,21,21,0.0,0.0,1.0,,12.0,1,1,13,0 isolated,,2.2506399154663086,4.945599876140332
148,21,21,0.0,0.0,1.0,,12.0,1,0,68,0 isolated,,4.209740161895752,7.145551376773046
149,67,67,3.0,0.0,80.0,0.3333333333333333,61.0,0,0,13,3+ branch,mixed,6.633359909057617,2.0132410583848515
150,81,81,0.0,0.0,1.0,,4.0,0,0,33,0 isolated,,74.293701171875,2.1551732143999147
151,2,2,0.0,0.0,1.0,,53.0,0,0,48,0 isolated,,6.129469871520996,2.6764381733656117
152,2,2,1.0,0.0,10.0,1.0,53.0,0,0,3,1 tip,1 all neighbours foreign,5.291379928588867,3.065530001937683
153,2,2,2.0,0.0,10.0,0.5,53.0,0,0,3,2 path,mixed,4.614580154418945,2.401394598147123
154,40,40,0.0,0.0,1.0,,12.0,0,0,76,0 isolated,,15.770500183105469,1.000263670424595
155,8,8,0.0,0.0,1.0,,14.0,1,1,11,0 isolated,,2.8652400970458984,5.915879200095801
156,41,41,0.0,0.0,1.0,,2.0,1,1,30,0 isolated,,20.244600296020508,3.705818165636488
157,23,23,0.0,0.0,1.0,,1.0,1,1,55,0 isolated,,11.005900382995605,
158,53,53,0.0,0.0,1.0,,6.0,0,0,30,0 isolated,,32.982601165771484,4.427100208474971
159,2,2,1.0,0.0,5.0,0.0,53.0,0,0,3,1 tip,0 no foreign neighbour,4.174779891967773,2.7532748718912603
160,37,37,3.0,1.0,12.0,0.6666666666666666,32.0,1,1,3,3+ branch,mixed,8.66174030303955,5.325785552952672
161,2,2,3.0,1.0,12.0,0.6666666666666666,53.0,0,0,3,3+ branch,mixed,4.884180068969727,2.145885757568017
162,60,60,0.0,0.0,1.0,,8.0,1,1,6,0 isolated,,4.568940162658691,2.5603319694373945
163,15,15,1.0,0.0,11.0,1.0,3.0,0,0,67,1 tip,1 all neighbours foreign,18.1658992767334,3.8038482236960425
164,30,30,0.0,0.0,1.0,,3.0,1,1,18,0 isolated,,11.57040023803711,2.748147758337824
165,59,59,0.0,0.0,1.0,,4.0,0,0,43,0 isolated,,28.538999557495117,3.171068225272939
166,69,69,0.0,0.0,1.0,,3.0,1,1,43,0 isolated,,5.027500152587891,3.327791389564356
167,59,59,4.0,0.1666666716337204,6.0,0.75,4.0,0,0,43,3+ branch,mixed,38.0702018737793,6.453987170183664
168,20,20,0.0,0.0,1.0,,3.0,1,1,71,0 isolated,,2.2014200687408447,4.315366205709902
169,59,59,0.0,0.0,1.0,,4.0,1,1,74,0 isolated,,26.349000930786133,9.283599344461143
170,4,4,2.0,0.0,6.0,0.5,11.0,0,0,79,2 path,mixed,19.318099975585938,2.2637170063577035
171,69,69,0.0,0.0,1.0,,3.0,1,1,43,0 isolated,,7.21550989151001,4.2350736545016066
172,59,59,1.0,0.0,6.0,0.0,4.0,0,0,43,1 tip,0 no foreign neighbour,24.129600524902344,3.258918268067107
173,20,20,3.0,0.6666666865348816,6.0,0.6666666666666666,3.0,1,1,43,3+ branch,mixed,5.472390174865723,2.757379702315717
174,19,19,1.0,0.0,6.0,1.0,1.0,1,1,43,1 tip,1 all neighbours foreign,5.361569881439209,
175,69,69,2.0,1.0,6.0,1.0,3.0,1,1,43,2 path,1 all neighbours foreign,6.007289886474609,3.5430592820810873
176,17,17,2.0,1.0,12.0,0.0,15.0,0,0,39,2 path,0 no foreign neighbour,45.408199310302734,2.33439839729812
177,17,17,1.0,0.0,2.0,0.0,15.0,1,1,35,1 tip,0 no foreign neighbour,21.827699661254883,11.294892038181208
178,25,25,0.0,0.0,1.0,,11.0,1,1,38,0 isolated,,3.6315200328826904,6.122911077452439
179,17,17,1.0,0.0,2.0,0.0,15.0,0,0,72,1 tip,0 no foreign neighbour,2.8574399948120117,10.51409184811398
180,2,2,1.0,0.0,12.0,1.0,53.0,0,0,48,1 tip,1 all neighbours foreign,6.046909809112549,1.0965181605754843
181,37,37,1.0,0.0,12.0,0.0,32.0,1,1,3,1 tip,0 no foreign neighbour,8.407130241394043,1.126963455213194
182,33,33,0.0,0.0,1.0,,2.0,0,0,44,0 isolated,,18.140499114990234,0.43949885772663844
183,33,33,0.0,0.0,1.0,,2.0,0,0,44,0 isolated,,17.497499465942383,0.4394988577266383
184,3,3,0.0,0.0,1.0,,4.0,0,0,71,0 isolated,,15.928000450134277,1.4484313686292225
185,7,7,0.0,0.0,1.0,,24.0,0,0,37,0 isolated,,12.02869987487793,5.269581975769617
186,25,25,2.0,0.0,12.0,1.0,11.0,1,1,37,2 path,1 all neighbours foreign,7.98252010345459,9.22631077477788
187,76,76,0.0,0.0,1.0,,16.0,1,1,37,0 isolated,,8.231599807739258,3.775800202271535
188,7,7,2.0,0.0,12.0,0.5,24.0,0,0,37,2 path,mixed,11.448399543762207,4.353803234745433
189,76,76,2.0,0.0,12.0,1.0,16.0,1,1,37,2 path,1 all neighbours foreign,10.22719955444336,5.874149614423834
190,67,67,6.0,0.20000000298023224,80.0,0.3333333333333333,61.0,0,0,40,3+ branch,mixed,7.30495023727417,1.6588126487329449
191,28,28,0.0,0.0,1.0,,10.0,1,1,5,0 isolated,,4.683259963989258,7.219985523958305
192,74,74,4.0,0.3333333432674408,80.0,1.0,10.0,1,1,40,3+ branch,1 all neighbours foreign,3.1159698963165283,5.488202152332455
193,67,67,3.0,0.3333333432674408,80.0,0.3333333333333333,61.0,0,0,40,3+ branch,mixed,6.033850193023682,2.419258718875454
194,67,67,4.0,0.0,80.0,0.25,61.0,0,0,13,3+ branch,mixed,6.9454498291015625,2.1363857804049364
195,29,29,0.0,0.0,1.0,,28.0,1,1,16,0 isolated,,8.09237003326416,7.490692542044612
196,67,67,4.0,0.0,80.0,0.0,61.0,0,0,68,3+ branch,0 no foreign neighbour,5.244359970092773,2.4697611819966387
197,28,28,0.0,0.0,1.0,,10.0,1,1,42,0 isolated,,4.006899833679199,5.484173672231433
198,21,21,0.0,0.0,1.0,,12.0,1,1,47,0 isolated,,4.314599990844727,7.448286379754938
199,67,67,1.0,0.0,80.0,0.0,61.0,0,0,42,1 tip,0 no foreign neighbour,6.614630222320557,2.3021391129607505
200,67,67,4.0,0.1666666716337204,80.0,0.0,61.0,0,0,40,3+ branch,0 no foreign neighbour,6.3813300132751465,2.1160651699766144
201,1,1,0.0,0.0,1.0,,5.0,1,1,54,0 isolated,,10.73639965057373,2.2785769440006405
202,2,2,1.0,0.0,3.0,0.0,53.0,0,0,34,1 tip,0 no foreign neighbour,5.783649921417236,4.8021199167575706
203,37,37,0.0,0.0,1.0,,32.0,1,1,3,0 isolated,,7.7632598876953125,1.4539204929448526
204,37,37,2.0,0.0,80.0,0.5,32.0,1,1,3,2 path,mixed,7.033830165863037,1.1934803274734955
205,46,46,0.0,0.0,1.0,,1.0,1,1,10,0 isolated,,3.99891996383667,
206,14,14,0.0,0.0,1.0,,12.0,0,0,45,0 isolated,,5.176889896392822,13.844484503383333
207,70,70,0.0,0.0,1.0,,1.0,1,1,10,0 isolated,,30.603099822998047,
208,1,1,0.0,0.0,1.0,,5.0,1,1,58,0 isolated,,11.781000137329102,3.24951465954754
209,65,65,0.0,0.0,1.0,,5.0,1,1,19,0 isolated,,60.45589828491211,3.315816465346159
210,2,2,0.0,0.0,1.0,,53.0,0,0,3,0 isolated,,4.815700054168701,3.7950788990967976
211,37,37,3.0,0.0,12.0,0.3333333333333333,32.0,1,1,3,3+ branch,mixed,7.046539783477783,1.1149836924965284
212,2,2,1.0,0.0,12.0,1.0,53.0,0,0,34,1 tip,1 all neighbours foreign,6.0200700759887695,3.4824671265463802
213,2,2,0.0,0.0,1.0,,53.0,0,0,3,0 isolated,,6.068150043487549,1.8228828892283955
214,37,37,0.0,0.0,1.0,,32.0,1,1,3,0 isolated,,9.494779586791992,4.4835511672998996
215,37,37,2.0,1.0,80.0,0.5,32.0,1,1,3,2 path,mixed,4.69582986831665,2.125306172783575
216,56,56,2.0,0.0,7.0,1.0,4.0,1,1,64,2 path,1 all neighbours foreign,17.638700485229492,16.520207192648126
217,8,8,0.0,0.0,1.0,,14.0,0,0,70,0 isolated,,7.802209854125977,23.938462034749676
218,67,67,5.0,0.4000000059604645,80.0,0.2,61.0,0,0,13,3+ branch,mixed,4.835440158843994,2.7134448477480784
219,67,67,2.0,0.0,80.0,0.5,61.0,0,0,42,2 path,mixed,6.592679977416992,1.2934858077508073
220,74,74,5.0,0.5,80.0,0.8,10.0,1,1,13,3+ branch,mixed,4.213230133056641,3.880287341759962
221,67,67,5.0,0.4000000059604645,80.0,0.0,61.0,0,0,68,3+ branch,0 no foreign neighbour,7.914360046386719,1.9097475438903866
222,74,74,4.0,0.8333333134651184,80.0,0.75,10.0,1,1,42,3+ branch,mixed,3.561880111694336,3.7949006942180477
223,67,67,0.0,0.0,1.0,,61.0,1,1,5,0 isolated,,7.0140299797058105,9.166183614942348
224,73,73,0.0,0.0,1.0,,2.0,0,0,27,0 isolated,,29.885099411010742,0.8094649409292798
225,77,77,1.0,0.0,25.0,1.0,22.0,0,0,14,1 tip,1 all neighbours foreign,18.712299346923828,3.8505587027933403
226,2,2,0.0,0.0,1.0,,53.0,0,0,3,0 isolated,,5.293240070343018,0.9344216246892726
227,51,51,2.0,1.0,30.0,0.5,45.0,0,0,16,2 path,mixed,5.416110038757324,4.154628671960524
228,51,51,1.0,0.0,30.0,1.0,45.0,1,1,64,1 tip,1 all neighbours foreign,16.83169937133789,3.5875918321913005
229,61,61,0.0,0.0,1.0,,8.0,1,1,4,0 isolated,,3.3132998943328857,5.296119827340796
230,51,51,0.0,0.0,1.0,,45.0,1,1,35,0 isolated,,10.829899787902832,9.00606181678722
231,29,29,4.0,0.0,30.0,0.75,28.0,1,0,16,3+ branch,mixed,16.08370018005371,3.0391372240901458
232,51,51,2.0,0.0,30.0,0.5,45.0,1,1,64,2 path,mixed,7.780739784240723,5.422751686731701
233,48,48,3.0,0.0,30.0,0.6666666666666666,18.0,1,0,76,3+ branch,mixed,14.356599807739258,0.9947109466912428
